"Date ","Symbol ","Security Name ","Quantity "
"23-JUN-2025","ADANIENT","ADANI ENTERPRISES LIMITED","5"
"23-JUN-2025","APLAPOLLO","APL APOLLO TUBES LTD","40"
"23-JUN-2025","APOLLO","APOLLO MICRO SYSTEMS LTD","90,867"
"23-JUN-2025","BBETF0432","EDELAMC - BBETF0432","16"
"23-JUN-2025","BEL","BHARAT ELECTRONICS LTD","1,268"
"23-JUN-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","135"
"23-JUN-2025","BLUESTARCO","BLUE STAR LIMITED","28,600"
"23-JUN-2025","BSE","BSE LIMITED","15"
"23-JUN-2025","CAMS","COMPUTER AGE MGMT SER LTD","165"
"23-JUN-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","40"
"23-JUN-2025","CONCORDBIO","CONCORD BIOTECH LIMITED","3"
"23-JUN-2025","DIXON","DIXON TECHNO (INDIA) LTD","64"
"23-JUN-2025","DRREDDY","DR. REDDY'S LABORATORIES","1"
"23-JUN-2025","ETERNAL","ETERNAL LIMITED","90"
"23-JUN-2025","ETHOSLTD","ETHOS LIMITED","1,242"
"23-JUN-2025","GAIL","GAIL (INDIA) LTD","300"
"23-JUN-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","40"
"23-JUN-2025","GRANULES","GRANULES INDIA LIMITED   ","132"
"23-JUN-2025","HCC","HINDUSTAN CONSTRUCTION CO","41"
"23-JUN-2025","HCLTECH","HCL TECHNOLOGIES LTD","20"
"23-JUN-2025","HEROMOTOCO","HERO MOTOCORP LTD","2,274"
"23-JUN-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","200"
"23-JUN-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","900"
"23-JUN-2025","IDEAFORGE","IDEAFORGE TECHNO LTD","1,27,624"
"23-JUN-2025","IEX","INDIAN ENERGY EXCHANGE LIMITED","100"
"23-JUN-2025","INDUSINDBK","INDUSIND BANK LIMITED","2"
"23-JUN-2025","IREDA","INDIAN RENEWABLE ENERGY","3,295"
"23-JUN-2025","JBMA","JBM AUTO LIMITED","10"
"23-JUN-2025","JIOFIN","JIO FIN SERVICES LTD","38"
"23-JUN-2025","JPPOWER","JAIPRAKASH POWER VEN. LTD","1,000"
"23-JUN-2025","KEI","KEI INDUSTRIES LTD.      ","145"
"23-JUN-2025","KFINTECH","KFIN TECHNOLOGIES LIMITED","150"
"23-JUN-2025","LAURUSLABS","LAURUS LABS LIMITED","200"
"23-JUN-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","731"
"23-JUN-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","29"
"23-JUN-2025","NAVA","NAVA LIMITED","5"
"23-JUN-2025","NIF10GETF","UTIAMC - NIF10GETF","2"
"23-JUN-2025","NORTHARC","NORTHERN ARC CAPITAL LTD","312"
"23-JUN-2025","NYKAA","FSN E COMMERCE VENTURES","1,000"
"23-JUN-2025","PAGEIND","PAGE INDUSTRIES LTD","3"
"23-JUN-2025","POLICYBZR","PB FINTECH LIMITED","30"
"23-JUN-2025","POONAWALLA","POONAWALLA FINCORP LTD","3,400"
"23-JUN-2025","POWERGRID","POWER GRID CORP. LTD.","51"
"23-JUN-2025","RBLBANK","RBL BANK LIMITED    ","180"
"23-JUN-2025","SBILIFE","SBI LIFE INSURANCE COMPANY LIMITED","26"
"23-JUN-2025","SHILPAMED","SHILPA MEDICARE LTD","41"
"23-JUN-2025","SOLARA","SOLARA ACTIVE PHA SCI LTD","900"
"23-JUN-2025","SUPREMEIND","SUPREME INDUSTRIES LTD","13,375"
"23-JUN-2025","TATAELXSI","TATA ELXSI LIMITED       ","25"
"23-JUN-2025","TATASTEEL","TATA STEEL LIMITED","49"
"23-JUN-2025","TITAGARH","TITAGARH RAIL SYSTEMS","225"
"23-JUN-2025","TRENT","TRENT LIMITED","1,200"
"23-JUN-2025","VIPIND","VIP INDUSTRIES LTD","8"
"23-JUN-2025","VOLTAS","VOLTAS LTD","1,275"
"23-JUN-2025","YESBANK","YES BANK LIMITED","2"
"23-JUN-2025","ZEEL","ZEE ENTERTAINMENT ENT LTD","10"
"23-JUN-2025","ZENTEC","ZEN TECHNOLOGIES LIMITED","20,063"
"24-JUN-2025","ABCAPITAL","ADITYA BIRLA CAPITAL LIMITED","200"
"24-JUN-2025","ADANIENSOL","ADANI ENERGY SOLUTION LTD","1"
"24-JUN-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","10"
"24-JUN-2025","AMBUJACEM","AMBUJA CEMENTS LTD","200"
"24-JUN-2025","ASTRAL","ASTRAL POLY TECHNIK LIMITED","11,050"
"24-JUN-2025","AVALON","AVALON TECHNOLOGIES LTD","5"
"24-JUN-2025","BAJAJCON","BAJAJ CONSUMER CARE LTD","3,52,362"
"24-JUN-2025","BAJAJHFL","BAJAJ HOUSING FINANCE LTD","400"
"24-JUN-2025","BANKBARODA","BANK OF BARODA","46"
"24-JUN-2025","BBETF0432","EDELAMC - BBETF0432","12"
"24-JUN-2025","BEL","BHARAT ELECTRONICS LTD","200"
"24-JUN-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","15"
"24-JUN-2025","BPCL","BHARAT PETROLEUM CORP  LT","137"
"24-JUN-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","8"
"24-JUN-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","25"
"24-JUN-2025","CGCL","CGCL","100"
"24-JUN-2025","COFORGE","COFORGE LIMITED","75"
"24-JUN-2025","DALBHARAT","DALMIA BHARAT LIMITED","5"
"24-JUN-2025","DIXON","DIXON TECHNO (INDIA) LTD","25"
"24-JUN-2025","EICHERMOT","EICHER MOTORS LIMITED","8"
"24-JUN-2025","ETHOSLTD","ETHOS LIMITED","847"
"24-JUN-2025","FSL","FIRSTSOURCE SOLU. LTD.","200"
"24-JUN-2025","GICRE","GENERAL INSURANCE CORPORATION OF INDIA","500"
"24-JUN-2025","HDFCAMC","HDFC AMC LIMITED","1"
"24-JUN-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","510"
"24-JUN-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","30"
"24-JUN-2025","ICICIBANK","ICICI BANK LTD.","15"
"24-JUN-2025","INDUSTOWER","INDUS","229"
"24-JUN-2025","INOXWIND","INOX WIND LIMITED        ","90,300"
"24-JUN-2025","IOC","INDIAN OIL CORP LTD","200"
"24-JUN-2025","IRFC","IRFC","220"
"24-JUN-2025","ITC","ITC LTD","50"
"24-JUN-2025","JINDALSAW","JINDAL SAW LIMITED","2,679"
"24-JUN-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","785"
"24-JUN-2025","KIRLOSBROS","KIRLOSKAR BROTHERS LTD","55"
"24-JUN-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","10"
"24-JUN-2025","KPITTECH","KPIT TECHNOLOGIES LTD","64,000"
"24-JUN-2025","LT","LARSEN & TOUBRO LTD.","20"
"24-JUN-2025","LTF","L&T FINANCE LIMITED","1,920"
"24-JUN-2025","LXCHEM","LAXMI ORGANIC INDUS LTD","100"
"24-JUN-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","5"
"24-JUN-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","10"
"24-JUN-2025","NBCC","NATIONAL BUILDINGS LTD   ","6,050"
"24-JUN-2025","NTPC","NTPC LTD","1"
"24-JUN-2025","OBEROIRLTY","OBEROI REALTY LIMITED","1"
"24-JUN-2025","OFSS","Oracle Financial Services Software Limited","25"
"24-JUN-2025","OIL","OIL INDIA LTD","2,13,925"
"24-JUN-2025","PNB","PUNJAB NATIONAL BANK","500"
"24-JUN-2025","POONAWALLA","POONAWALLA FINCORP LTD","2,900"
"24-JUN-2025","POWERGRID","POWER GRID CORP. LTD.","3"
"24-JUN-2025","RAILTEL","RAILTEL","242"
"24-JUN-2025","RBLBANK","RBL BANK LIMITED    ","900"
"24-JUN-2025","RECLTD","RURAL ELEC CORP. LTD.","2"
"24-JUN-2025","RELIANCE","RELIANCE INDUSTRIES LTD","12"
"24-JUN-2025","RTNINDIA","RATTANINDIA ENT LIMITED","54"
"24-JUN-2025","SBILIFE","SBI LIFE INSURANCE COMPANY LIMITED","71"
"24-JUN-2025","SBIN","STATE BANK OF INDIA","6"
"24-JUN-2025","SCI","SHIPPING CORP OF INDIA LT","200"
"24-JUN-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","1"
"24-JUN-2025","SIEMENS","SIEMENS LTD","700"
"24-JUN-2025","SONACOMS","SONA BLW PRECISION FRGS L","1,050"
"24-JUN-2025","SUZLON","SUZLON ENERGY LIMITED","1,000"
"24-JUN-2025","TATACOMM","TATA COMMUNICATIONS LTD","50"
"24-JUN-2025","TATAELXSI","TATA ELXSI LIMITED       ","1"
"24-JUN-2025","TATASTEEL","TATA STEEL LIMITED","161"
"24-JUN-2025","TECHM","TECH MAHINDRA LIMITED","2"
"24-JUN-2025","TRENT","TRENT LIMITED","1,000"
"24-JUN-2025","VOLTAS","VOLTAS LTD","9,825"
"24-JUN-2025","ZENTEC","ZEN TECHNOLOGIES LIMITED","5"
"25-JUN-2025","AMBER","AMBER ENTERPRISES (I) LTD","10"
"25-JUN-2025","APOLLO","APOLLO MICRO SYSTEMS LTD","1,500"
"25-JUN-2025","ASTRAL","ASTRAL POLY TECHNIK LIMITED","5,950"
"25-JUN-2025","AUBANK","AU SMALL FINANCE BANK LIMITED","219"
"25-JUN-2025","BAJAJCON","BAJAJ CONSUMER CARE LTD","4,990"
"25-JUN-2025","BEL","BHARAT ELECTRONICS LTD","100"
"25-JUN-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","10"
"25-JUN-2025","BLUESTARCO","BLUE STAR LIMITED","23,400"
"25-JUN-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","11"
"25-JUN-2025","BSOFT","BIRLASOFT LIMITED","2"
"25-JUN-2025","CGCL","CGCL","1"
"25-JUN-2025","DELHIVERY","DELHIVERY LIMITED","3,101"
"25-JUN-2025","EICHERMOT","EICHER MOTORS LIMITED","7"
"25-JUN-2025","ENDURANCE","ENDURANCE TECHNOLOGIES LIMITED","700"
"25-JUN-2025","ETERNAL","ETERNAL LIMITED","1"
"25-JUN-2025","EXIDEIND","EXIDE INDUSTRIES LTD","6"
"25-JUN-2025","GRASIM","GRASIM INDUSTRIES LTD","5"
"25-JUN-2025","HCLTECH","HCL TECHNOLOGIES LTD","1"
"25-JUN-2025","HEROMOTOCO","HERO MOTOCORP LTD","324"
"25-JUN-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","64"
"25-JUN-2025","HINDUNILVR","HINDUSTAN UNILEVER LTD.","10"
"25-JUN-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","1,011"
"25-JUN-2025","HYUNDAI","HYUNDAI MOTOR INDIA LTD","50"
"25-JUN-2025","IDEA","IDEA CELLULAR LIMITED","38,011"
"25-JUN-2025","IDEAFORGE","IDEAFORGE TECHNO LTD","30"
"25-JUN-2025","IFCI","IFCI LTD","2,500"
"25-JUN-2025","INDIACEM","THE INDIA CEMENTS LIMITED","355"
"25-JUN-2025","INDUSTOWER","INDUS","50"
"25-JUN-2025","IRCON","IRCON","100"
"25-JUN-2025","ITC","ITC LTD","20"
"25-JUN-2025","JIOFIN","JIO FIN SERVICES LTD","108"
"25-JUN-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","92"
"25-JUN-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","300"
"25-JUN-2025","KAYNES","KAYNES TECHNOLOGY IND LTD","1"
"25-JUN-2025","KEI","KEI INDUSTRIES LTD.      ","400"
"25-JUN-2025","KNRCON","KNR CONSTRU LTD","50"
"25-JUN-2025","LTF","L&T FINANCE LIMITED","1,100"
"25-JUN-2025","M&M","MAHINDRA & MAHINDRA LTD","56"
"25-JUN-2025","MAXHEALTH","MAX HEALTHCARE INS LTD","325"
"25-JUN-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","20"
"25-JUN-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","558"
"25-JUN-2025","MFSL","MAX FINANCIAL SERV LTD","705"
"25-JUN-2025","MTNL","MAHANAGAR TELEPHONE NIGAM","19"
"25-JUN-2025","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","1"
"25-JUN-2025","NAUKRI","INFO EDGE (I) LTD","3"
"25-JUN-2025","NBCC","NATIONAL BUILDINGS LTD   ","1,000"
"25-JUN-2025","NETWORK18","NETWORK 18 FINCAP LTD.","1"
"25-JUN-2025","NORTHARC","NORTHERN ARC CAPITAL LTD","8"
"25-JUN-2025","PAGEIND","PAGE INDUSTRIES LTD","49"
"25-JUN-2025","PHOENIXLTD","THE PHOENIX MILLS LIMITED","467"
"25-JUN-2025","PIDILITIND","PIDILITE INDUSTRIES LIMITED","10"
"25-JUN-2025","PNB","PUNJAB NATIONAL BANK","1,000"
"25-JUN-2025","RAMCOCEM","THE RAMCO CEMENTS LIMITED","10"
"25-JUN-2025","RBLBANK","RBL BANK LIMITED    ","2"
"25-JUN-2025","RELIANCE","RELIANCE INDUSTRIES LTD","16"
"25-JUN-2025","RVNL","RVNL","1,22,375"
"25-JUN-2025","SCI","SHIPPING CORP OF INDIA LT","1"
"25-JUN-2025","SEPC","SEPC LIMITED","1,19,584"
"25-JUN-2025","SHREECEM","SHREE CEMENTS LTD","1"
"25-JUN-2025","SRF","SRF LTD","55"
"25-JUN-2025","SWIGGY","SWIGGY LIMITED","50"
"25-JUN-2025","TATAELXSI","TATA ELXSI LIMITED       ","700"
"25-JUN-2025","TATASTEEL","TATA STEEL LIMITED","200"
"25-JUN-2025","TEXRAIL","TEXMACO RAIL & ENG. LTD. ","1"
"25-JUN-2025","TITAGARH","TITAGARH RAIL SYSTEMS","325"
"25-JUN-2025","TITAN","TITAN INDUSTRIES LTD","95"
"25-JUN-2025","TRENT","TRENT LIMITED","20"
"25-JUN-2025","TTML","TATA TELESERV(MAHARASTRA)","3"
"25-JUN-2025","TVSMOTOR","TVS MOTOR COMPANY  LTD","20"
"25-JUN-2025","UPL","UPL LIMITED","8"
"25-JUN-2025","WAAREEENER","WAAREE ENERGIES LIMITED","1,900"
"25-JUN-2025","YESBANK","YES BANK LIMITED","30"
"25-JUN-2025","ZYDUSLIFE","ZYDUS LIFESCIENCES","20"
"26-JUN-2025","AARTIIND","AARTI INDUSTRIES LTD","5,000"
"26-JUN-2025","AARTIPHARM","AARTI PHARMALABS LIMITED","1"
"26-JUN-2025","ABB","ABB LTD.","752"
"26-JUN-2025","ABCAPITAL","ADITYA BIRLA CAPITAL LIMITED","35,442"
"26-JUN-2025","ABFRL","ADITYA BIRLA FASHION & RT","10,400"
"26-JUN-2025","ACC","ACC LIMITED","318"
"26-JUN-2025","ADANIENT","ADANI ENTERPRISES LIMITED","1,200"
"26-JUN-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","1,875"
"26-JUN-2025","ADANIPORTS","ADANI PORT & SEZ LTD","836"
"26-JUN-2025","ADANIPOWER","ADANI POWER LTD","11"
"26-JUN-2025","ALKEM","ALKEM LABORATORIES LTD.","6"
"26-JUN-2025","AMBUJACEM","AMBUJA CEMENTS LTD","4,500"
"26-JUN-2025","ANGELONE","ANGEL ONE LTD","348"
"26-JUN-2025","ANURAS","ANUPAM RASAYAN INDIA LTD","10"
"26-JUN-2025","APLAPOLLO","APL APOLLO TUBES LTD","352"
"26-JUN-2025","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","500"
"26-JUN-2025","ASHAPURMIN","ASHAPURA MINECHEM LTD","1"
"26-JUN-2025","ASHOKLEY","ASHOK LEYLAND LTD","15,000"
"26-JUN-2025","ASIANPAINT","ASIAN PAINTS LIMITED","1,014"
"26-JUN-2025","ASTRAL","ASTRAL POLY TECHNIK LIMITED","33,701"
"26-JUN-2025","ATGL","ADANI TOTAL GAS LIMITED","1,550"
"26-JUN-2025","AUBANK","AU SMALL FINANCE BANK LIMITED","2,68,818"
"26-JUN-2025","AUROPHARMA","AUROBINDO PHARMA LTD","550"
"26-JUN-2025","AXISBANK","AXIS BANK LIMITED","1,250"
"26-JUN-2025","BAJAJ-AUTO","BAJAJ AUTO LIMITED","900"
"26-JUN-2025","BAJFINANCE","BAJAJ FINANCE LIMITED","19,235"
"26-JUN-2025","BALKRISIND","BALKRISHNA IND. LTD      ","12,000"
"26-JUN-2025","BALUFORGE","BALU FORGE INDUSTRIES LTD","209"
"26-JUN-2025","BANDHANBNK","BANDHAN BANK LIMITED","5,700"
"26-JUN-2025","BANKBARODA","BANK OF BARODA","11,830"
"26-JUN-2025","BANKINDIA","BANK OF INDIA","48,790"
"26-JUN-2025","BAYERCROP","BAYER CROPSCIENCE LTD    ","11"
"26-JUN-2025","BEL","BHARAT ELECTRONICS LTD","65,488"
"26-JUN-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","8,130"
"26-JUN-2025","BHEL","BHEL","23,798"
"26-JUN-2025","BIOCON","BIOCON LIMITED.","10,124"
"26-JUN-2025","BLUESTARCO","BLUE STAR LIMITED","11,408"
"26-JUN-2025","BOSCHLTD","BOSCH LIMITED","176"
"26-JUN-2025","BPCL","BHARAT PETROLEUM CORP  LT","11,065"
"26-JUN-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","1,606"
"26-JUN-2025","BSE","BSE LIMITED","11,684"
"26-JUN-2025","BSOFT","BIRLASOFT LIMITED","1,300"
"26-JUN-2025","CAMS","COMPUTER AGE MGMT SER LTD","4"
"26-JUN-2025","CANBK","CANARA BANK","54,000"
"26-JUN-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","1,750"
"26-JUN-2025","CERA","CERA","1"
"26-JUN-2025","CESC","CESC LTD","14,625"
"26-JUN-2025","CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","725"
"26-JUN-2025","CHAMBLFERT","CHAMBAL FERTILIZERS LTD","950"
"26-JUN-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","60"
"26-JUN-2025","COALINDIA","COALINDIA","7,350"
"26-JUN-2025","COFORGE","COFORGE LIMITED","1,500"
"26-JUN-2025","COLPAL","COLGATE PALMOLIVE LTD.","525"
"26-JUN-2025","CUMMINSIND","CUMMINS INDIA LTD","300"
"26-JUN-2025","CYIENT","CYIENT LIMITED           ","627"
"26-JUN-2025","DABUR","DABUR INDIA LTD","25,000"
"26-JUN-2025","DALBHARAT","DALMIA BHARAT LIMITED","750"
"26-JUN-2025","DELHIVERY","DELHIVERY LIMITED","4,725"
"26-JUN-2025","DIVISLAB","DIVI'S LABORATORIES LTD","600"
"26-JUN-2025","DIXON","DIXON TECHNO (INDIA) LTD","200"
"26-JUN-2025","DLF","DLF LIMITED","1,189"
"26-JUN-2025","DMART","AVENUE SUPERMARTS LIMITED","91"
"26-JUN-2025","DRREDDY","DR. REDDY'S LABORATORIES","10,000"
"26-JUN-2025","EICHERMOT","EICHER MOTORS LIMITED","1,068"
"26-JUN-2025","EMBDL","EQUINOX INDIA DEV LTD","500"
"26-JUN-2025","ETERNAL","ETERNAL LIMITED","49,966"
"26-JUN-2025","EXIDEIND","EXIDE INDUSTRIES LTD","2,000"
"26-JUN-2025","FEDERALBNK","FEDERAL BANK LTD","15,277"
"26-JUN-2025","FORTIS","FORTIS HEALTHCARE (I) LTD","4,650"
"26-JUN-2025","GAIL","GAIL (INDIA) LTD","7,050"
"26-JUN-2025","GANESHHOUC","GANESH HOUSING CORP LTD","1"
"26-JUN-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","1,950"
"26-JUN-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","44,498"
"26-JUN-2025","GODREJCP","GODREJ CONSUMER PRODUCTS LIMITED","57"
"26-JUN-2025","GPIL","GPIL","1"
"26-JUN-2025","GRASIM","GRASIM INDUSTRIES LTD","6,260"
"26-JUN-2025","HAL","HINDUSTAN AERONAUTICS LTD","750"
"26-JUN-2025","HAVELLS","HAVELLS INDIA LIMITED","500"
"26-JUN-2025","HCLTECH","HCL TECHNOLOGIES LTD","2,449"
"26-JUN-2025","HDFCAMC","HDFC AMC LIMITED","663"
"26-JUN-2025","HDFCLIFE","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","5,566"
"26-JUN-2025","HEROMOTOCO","HERO MOTOCORP LTD","600"
"26-JUN-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","49,800"
"26-JUN-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","15,285"
"26-JUN-2025","HINDCOPPER","HINDUSTAN COPPER LIMITED","3,650"
"26-JUN-2025","HINDPETRO","HINDUSTAN PETROLEUM CORP","230"
"26-JUN-2025","HINDUNILVR","HINDUSTAN UNILEVER LTD.","900"
"26-JUN-2025","HINDZINC","HINDUSTAN ZINC LIMITED","4,900"
"26-JUN-2025","HONAUT","HONEYWELL AUTOMATION IND","2"
"26-JUN-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","2,524"
"26-JUN-2025","ICICIBANK","ICICI BANK LTD.","4,100"
"26-JUN-2025","ICICIGI","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","1"
"26-JUN-2025","ICICIPRULI","ICICI PRU LIFE INS CO LTD ","750"
"26-JUN-2025","IDEA","IDEA CELLULAR LIMITED","1,72,000"
"26-JUN-2025","IDFCFIRSTB","IDFC FIRST BANK LIMI","8,402"
"26-JUN-2025","IEX","INDIAN ENERGY EXCHANGE LIMITED","33,750"
"26-JUN-2025","INDIAGLYCO","INDIA GLYCOLS LTD","10"
"26-JUN-2025","INDIANB","INDIAN BANK","1,974"
"26-JUN-2025","INDIGO","INTERGLOBE AVIATION LTD  ","4,350"
"26-JUN-2025","INDUSINDBK","INDUSIND BANK LIMITED","4,031"
"26-JUN-2025","INDUSTOWER","INDUS","6,499"
"26-JUN-2025","INFY","INFOSYS TECHNOLOGIES LTD","20,489"
"26-JUN-2025","INOXWIND","INOX WIND LIMITED        ","16,125"
"26-JUN-2025","IOC","INDIAN OIL CORP LTD","40,480"
"26-JUN-2025","IRB","IRB INFRA DEV LTD.","11,450"
"26-JUN-2025","IRCTC","INDIAN RAIL TOUR CORP LTD","1,750"
"26-JUN-2025","IREDA","INDIAN RENEWABLE ENERGY","100"
"26-JUN-2025","IRFC","IRFC","28,200"
"26-JUN-2025","ITC","ITC LTD","9,748"
"26-JUN-2025","JINDALSTEL","JINDAL STEEL & POWER LTD","1,975"
"26-JUN-2025","JIOFIN","JIO FIN SERVICES LTD","68,550"
"26-JUN-2025","JKLAKSHMI","JK LAKSHMI CEMENT LTD    ","77"
"26-JUN-2025","JSWSTEEL","JSW STEEL LIMITED","2,025"
"26-JUN-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","1,250"
"26-JUN-2025","KALYANKJIL","KALYAN JEWELLERS IND LTD","1,425"
"26-JUN-2025","KEI","KEI INDUSTRIES LTD.      ","1,050"
"26-JUN-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","2,424"
"26-JUN-2025","KPITTECH","KPIT TECHNOLOGIES LTD","400"
"26-JUN-2025","LAURUSLABS","LAURUS LABS LIMITED","8,699"
"26-JUN-2025","LICHSGFIN","LIC HOUSING FINANCE LTD","1,029"
"26-JUN-2025","LICI","LIFE INSURA CORP OF INDIA","2,300"
"26-JUN-2025","LODHA","LODHA","1,000"
"26-JUN-2025","LT","LARSEN & TOUBRO LTD.","2,506"
"26-JUN-2025","LTF","L&T FINANCE LIMITED","28,724"
"26-JUN-2025","LTIM","LTIMINDTREE LIMITED","750"
"26-JUN-2025","LUPIN","LUPIN LIMITED","1,700"
"26-JUN-2025","M&M","MAHINDRA & MAHINDRA LTD","700"
"26-JUN-2025","MANAPPURAM","MANAPPURAM FINANCE LTD","3,26,900"
"26-JUN-2025","MANKIND","MANKIND PHARMA LIMITED","225"
"26-JUN-2025","MARICO","MARICO LIMITED","8,774"
"26-JUN-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","150"
"26-JUN-2025","MAXHEALTH","MAX HEALTHCARE INS LTD","2,096"
"26-JUN-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","2,723"
"26-JUN-2025","MFSL","MAX FINANCIAL SERV LTD","17,600"
"26-JUN-2025","MGL","MAHANAGAR GAS LTD.    ","65"
"26-JUN-2025","MOIL","MOIL LIMITED     ","152"
"26-JUN-2025","MOTHERSON","SAMVRDHNA MTHRSN INT","24,850"
"26-JUN-2025","MPHASIS","MPHASIS LIMITED","1,251"
"26-JUN-2025","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","4,108"
"26-JUN-2025","NATCOPHARM","NATCO PHARMA LIMITED","136"
"26-JUN-2025","NATIONALUM","NATIONAL ALUMINIUM CO LTD","7,500"
"26-JUN-2025","NAUKRI","INFO EDGE (I) LTD","375"
"26-JUN-2025","NBCC","NATIONAL BUILDINGS LTD   ","225"
"26-JUN-2025","NCC","NCC LIMITED","3,709"
"26-JUN-2025","NESTLEIND","NESTLE INDIA LIMITED","2,584"
"26-JUN-2025","NHPC","NHPC LTD","11,211"
"26-JUN-2025","NMDC","NMDC LTD.","27,000"
"26-JUN-2025","NTPC","NTPC LTD","6,000"
"26-JUN-2025","NYKAA","FSN E COMMERCE VENTURES","3,191"
"26-JUN-2025","OBEROIRLTY","OBEROI REALTY LIMITED","3,490"
"26-JUN-2025","OFSS","Oracle Financial Services Software Limited","150"
"26-JUN-2025","ONGC","OIL AND NATURAL GAS CORP.","9,305"
"26-JUN-2025","PAGEIND","PAGE INDUSTRIES LTD","1,545"
"26-JUN-2025","PATANJALI","PATANJALI FOODS LIMITED","300"
"26-JUN-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","586"
"26-JUN-2025","PEL","PIRAMAL ENTERPRISES LTD","2,730"
"26-JUN-2025","PERSISTENT","PERSISTENT SYSTEMS LTD","900"
"26-JUN-2025","PFC","POWER FIN CORP LTD.","11,623"
"26-JUN-2025","PHOENIXLTD","THE PHOENIX MILLS LIMITED","60"
"26-JUN-2025","PIDILITIND","PIDILITE INDUSTRIES LIMITED","500"
"26-JUN-2025","PIIND","PI INDUSTRIES LTD        ","625"
"26-JUN-2025","PNB","PUNJAB NATIONAL BANK","64,350"
"26-JUN-2025","POLICYBZR","PB FINTECH LIMITED","975"
"26-JUN-2025","POLYCAB","POLYCAB INDIA LIMITED","500"
"26-JUN-2025","POONAWALLA","POONAWALLA FINCORP LTD","1,06,900"
"26-JUN-2025","POWERGRID","POWER GRID CORP. LTD.","18"
"26-JUN-2025","PRESTIGE","PRESTIGE ESTATES PROJECTS LIMITED","325"
"26-JUN-2025","RBLBANK","RBL BANK LIMITED    ","5,000"
"26-JUN-2025","RECLTD","RURAL ELEC CORP. LTD.","2,798"
"26-JUN-2025","RELIANCE","RELIANCE INDUSTRIES LTD","48,600"
"26-JUN-2025","RVNL","RVNL","275"
"26-JUN-2025","SAIL","STEEL AUTHORITY OF INDIA","12,001"
"26-JUN-2025","SBICARD","SBI CARDS & PAY SER LTD","4,892"
"26-JUN-2025","SBILIFE","SBI LIFE INSURANCE COMPANY LIMITED","2,250"
"26-JUN-2025","SBIN","STATE BANK OF INDIA","6,722"
"26-JUN-2025","SEPC","SEPC LIMITED","90,071"
"26-JUN-2025","SHREECEM","SHREE CEMENTS LTD","101"
"26-JUN-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","5,237"
"26-JUN-2025","SIEMENS","SIEMENS LTD","75"
