"Date ","Symbol ","Security Name ","Quantity "
"01-DEC-2025","BANKINDIA","BANK OF INDIA","1,600"
"01-DEC-2025","BDL","BHARAT DYNAMICS LIMITED","14"
"01-DEC-2025","BEL","BHARAT ELECTRONICS LTD","9"
"01-DEC-2025","BHARATFORG","BHARAT FORGE LTD","117"
"01-DEC-2025","BHARTIARTL","BHARTI AIRTEL LIMITED","53"
"01-DEC-2025","BHEL","BHEL","105"
"01-DEC-2025","BPCL","BHARAT PETROLEUM CORP  LT","9"
"01-DEC-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","1"
"01-DEC-2025","BSE","BSE LIMITED","171"
"01-DEC-2025","CAMS","COMPUTER AGE MGMT SER LTD","8"
"01-DEC-2025","CANBK","CANARA BANK","1,795"
"01-DEC-2025","CARBORUNIV","CARBORUNDUM UNIVERSAL LTD    ","1"
"01-DEC-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","476"
"01-DEC-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","14"
"01-DEC-2025","CIGNITITEC","CIGNITI TECHNOLOGIES LTD","2"
"01-DEC-2025","COALINDIA","COALINDIA","13"
"01-DEC-2025","COFORGE","COFORGE LIMITED","24"
"01-DEC-2025","COLPAL","COLGATE PALMOLIVE LTD.","22"
"01-DEC-2025","CONCOR","CONTAINER CORP OF IND LTD","10"
"01-DEC-2025","CROMPTON","CROMPT GREA CON ELEC LTD  ","87"
"01-DEC-2025","DABUR","DABUR INDIA LTD","43"
"01-DEC-2025","DALBHARAT","DALMIA BHARAT LIMITED","9"
"01-DEC-2025","DATAPATTNS","DATA PATTERNS INDIA LTD","25"
"01-DEC-2025","DIVISLAB","DIVI'S LABORATORIES LTD","8"
"01-DEC-2025","DIXON","DIXON TECHNO (INDIA) LTD","6"
"01-DEC-2025","DLF","DLF LIMITED","415"
"01-DEC-2025","DMART","AVENUE SUPERMARTS LIMITED","9"
"01-DEC-2025","EICHERMOT","EICHER MOTORS LIMITED","1"
"01-DEC-2025","EMCURE","EMCURE PHARMACEUTICALS L","50"
"01-DEC-2025","EPACK","EPACK DURABLE LIMITED","3,000"
"01-DEC-2025","ETERNAL","ETERNAL LIMITED","1"
"01-DEC-2025","GAIL","GAIL (INDIA) LTD","3,124"
"01-DEC-2025","GMRAIRPORT","GMR AIRPORTS LIMITED","100"
"01-DEC-2025","GODREJCP","GODREJ CONSUMER PRODUCTS LIMITED","52"
"01-DEC-2025","GRASIM","GRASIM INDUSTRIES LTD","8"
"01-DEC-2025","HAL","HINDUSTAN AERONAUTICS LTD","28"
"01-DEC-2025","HAVELLS","HAVELLS INDIA LIMITED","12"
"01-DEC-2025","HDFCAMC","HDFC AMC LIMITED","44"
"01-DEC-2025","HDFCNIFIT","HDFCAMC - HDFCNIFIT","53"
"01-DEC-2025","HEROMOTOCO","HERO MOTOCORP LTD","7"
"01-DEC-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","6,831"
"01-DEC-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","30"
"01-DEC-2025","HINDPETRO","HINDUSTAN PETROLEUM CORP","31"
"01-DEC-2025","HNGSNGBEES","HNGSNGBEES","152"
"01-DEC-2025","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","500"
"01-DEC-2025","HYUNDAI","HYUNDAI MOTOR INDIA LTD","100"
"01-DEC-2025","ICICIBANK","ICICI BANK LTD.","30"
"01-DEC-2025","ICICIGI","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","12"
"01-DEC-2025","ICICIPRULI","ICICI PRU LIFE INS CO LTD ","35"
"01-DEC-2025","IDEA","IDEA CELLULAR LIMITED","20,685"
"01-DEC-2025","IDFCFIRSTB","IDFC FIRST BANK LIMI","2,536"
"01-DEC-2025","IEX","INDIAN ENERGY EXCHANGE LIMITED","681"
"01-DEC-2025","IIFL","IIFL HOLDINGS LIMITED","172"
"01-DEC-2025","IIFLCAPS","IIFL CAPITAL SERVICES LTD","12"
"01-DEC-2025","INDHOTEL","THE INDIAN HOTELS CO. LTD","24"
"01-DEC-2025","INDIGO","INTERGLOBE AVIATION LTD  ","8"
"01-DEC-2025","INDUSINDBK","INDUSIND BANK LIMITED","43"
"01-DEC-2025","INFY","INFOSYS TECHNOLOGIES LTD","78,920"
"01-DEC-2025","INOXWIND","INOX WIND LIMITED        ","260"
"01-DEC-2025","IOC","INDIAN OIL CORP LTD","205"
"01-DEC-2025","IRB","IRB INFRA DEV LTD.","20,000"
"01-DEC-2025","IRCTC","INDIAN RAIL TOUR CORP LTD","51"
"01-DEC-2025","IREDA","INDIAN RENEWABLE ENERGY","2,761"
"01-DEC-2025","IRFC","IRFC","4,361"
"01-DEC-2025","ITC","ITC LTD","4"
"01-DEC-2025","ITCHOTELS","ITC HOTELS LIMITED","5"
"01-DEC-2025","JINDALSTEL","JINDAL STEEL & POWER LTD","90"
"01-DEC-2025","JIOFIN","JIO FIN SERVICES LTD","1,000"
"01-DEC-2025","JMFINANCIL","JM FINANCIAL LIMITED    ","6,000"
"01-DEC-2025","JSWENERGY","JSW ENERGY LIMITED","15"
"01-DEC-2025","JSWSTEEL","JSW STEEL LIMITED","13"
"01-DEC-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","79"
"01-DEC-2025","KALYANKJIL","KALYAN JEWELLERS IND LTD","35"
"01-DEC-2025","KEI","KEI INDUSTRIES LTD.      ","1"
"01-DEC-2025","KOTAKBANK","KOTAK MAHINDRA BANK LTD","34"
"01-DEC-2025","KPITTECH","KPIT TECHNOLOGIES LTD","15"
"01-DEC-2025","LAURUSLABS","LAURUS LABS LIMITED","1,370"
"01-DEC-2025","LEMONTREE","LEMON TREE HOTELS LTD","50"
"01-DEC-2025","LICHSGFIN","LIC HOUSING FINANCE LTD","47"
"01-DEC-2025","LICI","LIFE INSURA CORP OF INDIA","198"
"01-DEC-2025","LT","LARSEN & TOUBRO LTD.","750"
"01-DEC-2025","LTIM","LTIMINDTREE LIMITED","6"
"01-DEC-2025","M&M","MAHINDRA & MAHINDRA LTD","17"
"01-DEC-2025","MARICO","MARICO LIMITED","19"
"01-DEC-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","5"
"01-DEC-2025","MASPTOP50","MIRAEAMC - MASPTOP50","568"
"01-DEC-2025","MAXHEALTH","MAX HEALTHCARE INS LTD","21"
"01-DEC-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","121"
"01-DEC-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","260"
"01-DEC-2025","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","20"
"01-DEC-2025","NATIONALUM","NATIONAL ALUMINIUM CO LTD","5,321"
"01-DEC-2025","NAUKRI","INFO EDGE (I) LTD","28"
"01-DEC-2025","NBCC","NATIONAL BUILDINGS LTD   ","390"
"01-DEC-2025","NCC","NCC LIMITED","2,390"
"01-DEC-2025","NESTLEIND","NESTLE INDIA LIMITED","30"
"01-DEC-2025","NHPC","NHPC LTD","2,283"
"01-DEC-2025","NTPC","NTPC LTD","163"
"01-DEC-2025","NYKAA","FSN E COMMERCE VENTURES","59"
"01-DEC-2025","OBEROIRLTY","OBEROI REALTY LIMITED","7"
"01-DEC-2025","OIL","OIL INDIA LTD","7"
"01-DEC-2025","PARADEEP","PARADEEP PHOSPHATES LTD","5,025"
"01-DEC-2025","PATANJALI","PATANJALI FOODS LIMITED","125"
"01-DEC-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","44"
"01-DEC-2025","PFC","POWER FIN CORP LTD.","92"
"01-DEC-2025","PHOENIXLTD","THE PHOENIX MILLS LIMITED","28"
"01-DEC-2025","PNB","PUNJAB NATIONAL BANK","89"
"01-DEC-2025","PNBHOUSING","PNB HOUSING FIN LTD.   ","10"
"01-DEC-2025","POLICYBZR","PB FINTECH LIMITED","200"
"01-DEC-2025","POLYCAB","POLYCAB INDIA LIMITED","2"
"01-DEC-2025","POWERINDIA","ABB POWER PRO N SYS IND L","30"
"01-DEC-2025","PPLPHARMA","PIRAMAL PHARMA LIMITED","2,237"
"01-DEC-2025","RECLTD","RURAL ELEC CORP. LTD.","12"
"01-DEC-2025","RVNL","RVNL","11,677"
"01-DEC-2025","SAIL","STEEL AUTHORITY OF INDIA","2,778"
"01-DEC-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","4,571"
"01-DEC-2025","SBICARD","SBI CARDS & PAY SER LTD","3"
"01-DEC-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","6"
"01-DEC-2025","SIEMENS","SIEMENS LTD","9"
"01-DEC-2025","SMLMAH","SML Mahindra Limited","162"
"01-DEC-2025","SOLARINDS","SOLAR INDUSTRIES (I) LTD","2"
"01-DEC-2025","SONATSOFTW","SONATA SOFTWARE LIMITED","245"
"01-DEC-2025","SRF","SRF LTD","13"
"01-DEC-2025","SUBROS","SUBROS LIMITED","1"
"01-DEC-2025","SUNPHARMA","SUN PHARMACEUTICALS IND.","10"
"01-DEC-2025","SYRMA","SYRMA SGS TECHNOLOGY LTD","5"
"01-DEC-2025","TATACONSUM","TATA CONSUMER PRODUCT","4"
"01-DEC-2025","TATAELXSI","TATA ELXSI LIMITED       ","10"
"01-DEC-2025","TATASTEEL","TATA STEEL LIMITED","41"
"01-DEC-2025","TATATECH","TATA TECHNOLOGIES LIMITED","1,003"
"01-DEC-2025","TCS","TATA CONSULTANCY SERV LT","15"
"01-DEC-2025","TECHM","TECH MAHINDRA LIMITED","214"
"01-DEC-2025","TITAGARH","TITAGARH RAIL SYSTEMS","839"
"01-DEC-2025","TMPV","TATA MOTORS PASS VEH LTD","20"
"01-DEC-2025","TORNTPHARM","TORRENT PHARMACEUTICALS L","3"
"01-DEC-2025","TORNTPOWER","TORRENT POWER LTD","183"
"01-DEC-2025","TRENT","TRENT LIMITED","16"
"01-DEC-2025","TVSMOTOR","TVS MOTOR COMPANY  LTD","41"
"01-DEC-2025","ULTRACEMCO","ULTRATECH CEMENT LIMITED","3"
"01-DEC-2025","UNITDSPR","UNITED SPIRITS LIMITED","22"
"01-DEC-2025","UPL","UPL LIMITED","100"
"01-DEC-2025","VEDL","VEDANTA LIMITED","128"
"01-DEC-2025","VOLTAMP","VOLTAMP TRANSFORMERS LTD","150"
"01-DEC-2025","WOCKPHARMA","WOCKHARDT LIMITED","1,18,387"
"01-DEC-2025","YATHARTH","YATHARTH HOSP & TRA C S L","20"
"01-DEC-2025","ZFCVINDIA","ZF COM VE CTR SYS IND LTD","10"
"01-DEC-2025","ZYDUSLIFE","ZYDUS LIFESCIENCES","38"
"02-DEC-2025","ABCAPITAL","ADITYA BIRLA CAPITAL LIMITED","358"
"02-DEC-2025","ADANIENSOL","ADANI ENERGY SOLUTION LTD","280"
"02-DEC-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","469"
"02-DEC-2025","ADANIPORTS","ADANI PORT & SEZ LTD","1"
"02-DEC-2025","AKZOINDIA","AKZO NOBEL INDIA LTD","440"
"02-DEC-2025","ANGELONE","ANGEL ONE LTD","21"
"02-DEC-2025","APOLLO","APOLLO MICRO SYSTEMS LTD","407"
"02-DEC-2025","ARVINDFASN","ARVIND FASHIONS LIMITED","1"
"02-DEC-2025","BAJAJ-AUTO","BAJAJ AUTO LIMITED","1"
"02-DEC-2025","BAJAJHFL","BAJAJ HOUSING FINANCE LTD","100"
"02-DEC-2025","BANDHANBNK","BANDHAN BANK LIMITED","3,761"
"02-DEC-2025","BANKINDIA","BANK OF INDIA","1,414"
"02-DEC-2025","BIOCON","BIOCON LIMITED.","25"
"02-DEC-2025","BLS","BLS INTL SERVS LTD","25"
"02-DEC-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","1"
"02-DEC-2025","BSE","BSE LIMITED","14"
"02-DEC-2025","CAMS","COMPUTER AGE MGMT SER LTD","45"
"02-DEC-2025","CANBK","CANARA BANK","1,450"
"02-DEC-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","18"
"02-DEC-2025","CHAMBLFERT","CHAMBAL FERTILIZERS LTD","5"
"02-DEC-2025","CIGNITITEC","CIGNITI TECHNOLOGIES LTD","1"
"02-DEC-2025","COALINDIA","COALINDIA","115"
"02-DEC-2025","CUPID","CUPID LIMITED","170"
"02-DEC-2025","DATAPATTNS","DATA PATTERNS INDIA LTD","25"
"02-DEC-2025","DCBBANK","DCB BANK LIMITED","200"
"02-DEC-2025","DLF","DLF LIMITED","708"
"02-DEC-2025","EASEMYTRIP","EASY TRIP PLANNERS LTD","8"
"02-DEC-2025","ETERNAL","ETERNAL LIMITED","300"
"02-DEC-2025","FEDERALBNK","FEDERAL BANK LTD","50"
"02-DEC-2025","FLUOROCHEM","FLUOROCHEM","51"
"02-DEC-2025","GAIL","GAIL (INDIA) LTD","100"
"02-DEC-2025","GESHIP","THE GE SHPG.LTD","48"
"02-DEC-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","615"
"02-DEC-2025","GRINFRA","G R INFRAPROJECTS LIMITED","1"
"02-DEC-2025","HAL","HINDUSTAN AERONAUTICS LTD","68"
"02-DEC-2025","HBLENGINE","HBL ENGINEERING LTD","5,995"
"02-DEC-2025","HCLTECH","HCL TECHNOLOGIES LTD","5"
"02-DEC-2025","HDFCLIFE","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","9"
"02-DEC-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","2,742"
"02-DEC-2025","ICICIBANK","ICICI BANK LTD.","10"
"02-DEC-2025","IDEA","IDEA CELLULAR LIMITED","17,734"
"02-DEC-2025","IDFCFIRSTB","IDFC FIRST BANK LIMI","30"
"02-DEC-2025","INDIGO","INTERGLOBE AVIATION LTD  ","2"
"02-DEC-2025","INDUSTOWER","INDUS","15"
"02-DEC-2025","INFY","INFOSYS TECHNOLOGIES LTD","696"
"02-DEC-2025","IOC","INDIAN OIL CORP LTD","1,099"
"02-DEC-2025","IREDA","INDIAN RENEWABLE ENERGY","1,628"
"02-DEC-2025","IRFC","IRFC","2,254"
"02-DEC-2025","JIOFIN","JIO FIN SERVICES LTD","10"
"02-DEC-2025","KAJARIACER","KAJARIA CERAMICS LTD     ","8"
"02-DEC-2025","KALYANKJIL","KALYAN JEWELLERS IND LTD","57"
"02-DEC-2025","KAYNES","KAYNES TECHNOLOGY IND LTD","1,111"
"02-DEC-2025","KRSNAA","KRSNAA DIAGNOSTICS LTD","15"
"02-DEC-2025","LT","LARSEN & TOUBRO LTD.","3"
"02-DEC-2025","M&MFIN","MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED","25"
"02-DEC-2025","MAHABANK","MAHABANK","7,90,519"
"02-DEC-2025","MANKIND","MANKIND PHARMA LIMITED","50"
"02-DEC-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","4"
"02-DEC-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","87"
"02-DEC-2025","MEDPLUS","MEDPLUS HEALTH SERV LTD","30"
"02-DEC-2025","NATCOPHARM","NATCO PHARMA LIMITED","8"
"02-DEC-2025","NATIONALUM","NATIONAL ALUMINIUM CO LTD","223"
"02-DEC-2025","NBCC","NATIONAL BUILDINGS LTD   ","6,100"
"02-DEC-2025","NCC","NCC LIMITED","1,565"
"02-DEC-2025","NHPC","NHPC LTD","4,410"
"02-DEC-2025","PNB","PUNJAB NATIONAL BANK","54"
"02-DEC-2025","POWERINDIA","ABB POWER PRO N SYS IND L","310"
"02-DEC-2025","PPLPHARMA","PIRAMAL PHARMA LIMITED","1,686"
"02-DEC-2025","PREMEXPLN","PREMIER EXPLOSIVES LTD","1"
"02-DEC-2025","QUESS","QUESS CORP LIMITED","20"
"02-DEC-2025","RELIANCE","RELIANCE INDUSTRIES LTD","63"
"02-DEC-2025","RENUKA","SHREE RENUKA SUGARS LTD","616"
"02-DEC-2025","RVNL","RVNL","2,750"
"02-DEC-2025","SAIL","STEEL AUTHORITY OF INDIA","150"
"02-DEC-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","3,142"
"02-DEC-2025","SEPC","SEPC LIMITED","3"
"02-DEC-2025","SKYGOLD","SKY GOLD AND DIAMONDS LTD","40"
"02-DEC-2025","SMLMAH","SML Mahindra Limited","84"
"02-DEC-2025","SPARC","SUN PHARMA ADV.RES.CO.LTD","1,91,949"
"02-DEC-2025","TARIL","TRANS & RECTI. LTD","222"
"02-DEC-2025","TATAELXSI","TATA ELXSI LIMITED       ","20"
"02-DEC-2025","TATASTEEL","TATA STEEL LIMITED","25"
"02-DEC-2025","TATATECH","TATA TECHNOLOGIES LIMITED","776"
"02-DEC-2025","TCS","TATA CONSULTANCY SERV LT","13"
"02-DEC-2025","THYROCARE","THYROCARE TECH LTD","180"
"02-DEC-2025","TITAGARH","TITAGARH RAIL SYSTEMS","1,666"
"02-DEC-2025","TORNTPOWER","TORRENT POWER LTD","185"
"02-DEC-2025","TVSHLTD","TVS Holdings Limited","4"
"02-DEC-2025","TVSMOTOR","TVS MOTOR COMPANY  LTD","13"
"02-DEC-2025","ULTRACEMCO","ULTRATECH CEMENT LIMITED","5"
"02-DEC-2025","UPL","UPL LIMITED","12"
"02-DEC-2025","VBL","VARUN BEVERAGES LIMITED    ","1"
"02-DEC-2025","WHIRLPOOL","WHIRLPOOL OF INDIA LTD   ","4"
"02-DEC-2025","WOCKPHARMA","WOCKHARDT LIMITED","2,789"
"02-DEC-2025","YESBANK","YES BANK LIMITED","2"
"02-DEC-2025","ZAGGLE","ZAGGLE PREPA OCEAN SER L","2"
"02-DEC-2025","ZFCVINDIA","ZF COM VE CTR SYS IND LTD","1"
"03-DEC-2025","ABDL","ALLIED BLEND N DISTILS L","50"
"03-DEC-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","28"
"03-DEC-2025","ADANIPORTS","ADANI PORT & SEZ LTD","10"
"03-DEC-2025","AKZOINDIA","AKZO NOBEL INDIA LTD","3"
"03-DEC-2025","AMBER","AMBER ENTERPRISES (I) LTD","5"
"03-DEC-2025","ANGELONE","ANGEL ONE LTD","13"
"03-DEC-2025","ASHOKLEY","ASHOK LEYLAND LTD","5,900"
"03-DEC-2025","ASIANPAINT","ASIAN PAINTS LIMITED","11"
"03-DEC-2025","BANDHANBNK","BANDHAN BANK LIMITED","1,082"
"03-DEC-2025","BANKBARODA","BANK OF BARODA","3"
"03-DEC-2025","BANKINDIA","BANK OF INDIA","710"
"03-DEC-2025","BEL","BHARAT ELECTRONICS LTD","11"
"03-DEC-2025","BELRISE","BELRISE INDUSTRIES LTD","5"
"03-DEC-2025","BHARATFORG","BHARAT FORGE LTD","1"
"03-DEC-2025","BIOCON","BIOCON LIMITED.","525"
"03-DEC-2025","BLACKBUCK","ZINKA LOGISTICS SOL LTD","2"
"03-DEC-2025","BOSCHLTD","BOSCH LIMITED","5"
"03-DEC-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","1"
"03-DEC-2025","BSE","BSE LIMITED","137"
"03-DEC-2025","CAMS","COMPUTER AGE MGMT SER LTD","11"
"03-DEC-2025","CANBK","CANARA BANK","741"
"03-DEC-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","168"
"03-DEC-2025","CIPLA","CIPLA LTD","11"
"03-DEC-2025","COLPAL","COLGATE PALMOLIVE LTD.","5"
"03-DEC-2025","CUPID","CUPID LIMITED","1"
"03-DEC-2025","DCBBANK","DCB BANK LIMITED","110"
"03-DEC-2025","DELHIVERY","DELHIVERY LIMITED","5"
"03-DEC-2025","DRREDDY","DR. REDDY'S LABORATORIES","14"
"03-DEC-2025","GAEL","GAEL","50"
"03-DEC-2025","GAIL","GAIL (INDIA) LTD","100"
"03-DEC-2025","GHCL","GHCL LIMITED","114"
"03-DEC-2025","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","20"
"03-DEC-2025","HAL","HINDUSTAN AERONAUTICS LTD","70"
"03-DEC-2025","HDFCAMC","HDFC AMC LIMITED","103"
"03-DEC-2025","HEROMOTOCO","HERO MOTOCORP LTD","2"
"03-DEC-2025","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","5,879"
"03-DEC-2025","HINDALCO","HINDALCO  INDUSTRIES  LTD","62"
"03-DEC-2025","HINDZINC","HINDUSTAN ZINC LIMITED","74"
"03-DEC-2025","HNGSNGBEES","HNGSNGBEES","152"
"03-DEC-2025","HONASA","HONASA CONSUMER LIMITED","1"
"03-DEC-2025","ICICIBANK","ICICI BANK LTD.","15"
"03-DEC-2025","ICICIPRULI","ICICI PRU LIFE INS CO LTD ","925"
"03-DEC-2025","IDEA","IDEA CELLULAR LIMITED","2,86,068"
"03-DEC-2025","IDFCFIRSTB","IDFC FIRST BANK LIMI","5,497"
"03-DEC-2025","IEX","INDIAN ENERGY EXCHANGE LIMITED","622"
"03-DEC-2025","INDIANB","INDIAN BANK","351"
"03-DEC-2025","INDIGO","INTERGLOBE AVIATION LTD  ","3,000"
"03-DEC-2025","INDUSTOWER","INDUS","1,000"
"03-DEC-2025","INFY","INFOSYS TECHNOLOGIES LTD","1,584"
"03-DEC-2025","INOXWIND","INOX WIND LIMITED        ","2"
"03-DEC-2025","IOC","INDIAN OIL CORP LTD","492"
"03-DEC-2025","IRCTC","INDIAN RAIL TOUR CORP LTD","4"
"03-DEC-2025","IREDA","INDIAN RENEWABLE ENERGY","8,270"
"03-DEC-2025","IRFC","IRFC","3,380"
"03-DEC-2025","ITBEES","NIP IND ETF IT","50"
"03-DEC-2025","ITC","ITC LTD","50"
"03-DEC-2025","JINDALSTEL","JINDAL STEEL & POWER LTD","6"
"03-DEC-2025","JSWENERGY","JSW ENERGY LIMITED","1"
"03-DEC-2025","JTLIND","JTL INDUSTRIES LIMITED","1"
"03-DEC-2025","KALYANKJIL","KALYAN JEWELLERS IND LTD","40"
"03-DEC-2025","KIRIINDUS","KIRIINDUS","200"
"03-DEC-2025","LIQUID","MIRAEAMC - LIQUID","1"
"03-DEC-2025","LTF","L&T FINANCE LIMITED","2"
"03-DEC-2025","MAHABANK","MAHABANK","552"
"03-DEC-2025","MARUTI","MARUTI SUZUKI INDIA LTD.","11"
"03-DEC-2025","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","50"
"03-DEC-2025","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","1"
"03-DEC-2025","NATIONALUM","NATIONAL ALUMINIUM CO LTD","170"
"03-DEC-2025","NBCC","NATIONAL BUILDINGS LTD   ","977"
"03-DEC-2025","NCC","NCC LIMITED","3,183"
"03-DEC-2025","NHPC","NHPC LTD","521"
"03-DEC-2025","NMDC","NMDC LTD.","3,500"
"03-DEC-2025","NYKAA","FSN E COMMERCE VENTURES","30"
"03-DEC-2025","OPTIEMUS","OPTIEMUS INFRACOM LTD","1"
"03-DEC-2025","PAYTM","ONE 97 COMMUNICATIONS LTD","1"
"03-DEC-2025","PGEL","PG ELECTROPLAST LTD","300"
"03-DEC-2025","PNB","PUNJAB NATIONAL BANK","7"
"03-DEC-2025","POWERINDIA","ABB POWER PRO N SYS IND L","101"
"03-DEC-2025","PPLPHARMA","PIRAMAL PHARMA LIMITED","4,123"
"03-DEC-2025","RELIANCE","RELIANCE INDUSTRIES LTD","13"
"03-DEC-2025","RENUKA","SHREE RENUKA SUGARS LTD","1,725"
"03-DEC-2025","ROUTE","ROUTE MOBILE LIMITED","500"
"03-DEC-2025","RVNL","RVNL","46,680"
"03-DEC-2025","SAIL","STEEL AUTHORITY OF INDIA","304"
"03-DEC-2025","SAILIFE","SAI LIFE SCIENCES LIMITED","1"
"03-DEC-2025","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","4,243"
"03-DEC-2025","SANGHVIMOV","SANGHVI MOVERS LTD","1"
"03-DEC-2025","SBIN","STATE BANK OF INDIA","1"
"03-DEC-2025","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","100"
"03-DEC-2025","SIEMENS","SIEMENS LTD","1,000"
"03-DEC-2025","SMLMAH","SML Mahindra Limited","131"
"03-DEC-2025","SONACOMS","SONA BLW PRECISION FRGS L","7"
"03-DEC-2025","SPARC","SUN PHARMA ADV.RES.CO.LTD","21,568"
"03-DEC-2025","SUNPHARMA","SUN PHARMACEUTICALS IND.","10"
"03-DEC-2025","SUZLON","SUZLON ENERGY LIMITED","4,230"
"03-DEC-2025","SWIGGY","SWIGGY LIMITED","150"
"03-DEC-2025","TATAPOWER","TATA POWER CO LTD","637"
"03-DEC-2025","TATASTEEL","TATA STEEL LIMITED","27"
"03-DEC-2025","TATATECH","TATA TECHNOLOGIES LIMITED","1,104"
"03-DEC-2025","TCS","TATA CONSULTANCY SERV LT","10"
"03-DEC-2025","TECHM","TECH MAHINDRA LIMITED","1"
"03-DEC-2025","TITAGARH","TITAGARH RAIL SYSTEMS","703"
"03-DEC-2025","TITAN","TITAN INDUSTRIES LTD","2"
"03-DEC-2025","TORNTPOWER","TORRENT POWER LTD","135"
"03-DEC-2025","TRENT","TRENT LIMITED","1"
"03-DEC-2025","UNIONBANK","UNION BANK OF INDIA","150"
"03-DEC-2025","VEDL","VEDANTA LIMITED","200"
"03-DEC-2025","WEBELSOLAR","WEBSOL ENERGY SYSTEM LTD","5"
"03-DEC-2025","WIPRO","WIPRO LTD","95"
"03-DEC-2025","YESBANK","YES BANK LIMITED","58"
"04-DEC-2025","ADANIENSOL","ADANI ENERGY SOLUTION LTD","115"
"04-DEC-2025","ADANIENT","ADANI ENTERPRISES LIMITED","18"
"04-DEC-2025","ADANIGREEN","ADANI GREEN ENERGY LTD","473"
"04-DEC-2025","ADANIPORTS","ADANI PORT & SEZ LTD","3"
"04-DEC-2025","AKZOINDIA","AKZO NOBEL INDIA LTD","1"
"04-DEC-2025","ANGELONE","ANGEL ONE LTD","168"
"04-DEC-2025","ARVSMART","ARVIND SMARTSPACES LTD","33"
"04-DEC-2025","ASHOKLEY","ASHOK LEYLAND LTD","15,035"
"04-DEC-2025","AVANTIFEED","AVANTI FEEDS LIMITED","10"
"04-DEC-2025","BAJAJ-AUTO","BAJAJ AUTO LIMITED","11"
"04-DEC-2025","BAJFINANCE","BAJAJ FINANCE LIMITED","7"
"04-DEC-2025","BANDHANBNK","BANDHAN BANK LIMITED","4,753"
"04-DEC-2025","BANKINDIA","BANK OF INDIA","1,551"
"04-DEC-2025","BDL","BHARAT DYNAMICS LIMITED","224"
"04-DEC-2025","BEL","BHARAT ELECTRONICS LTD","50"
"04-DEC-2025","BIOCON","BIOCON LIMITED.","271"
"04-DEC-2025","BLISSGVS","BLISS GVS PHARMA LTD     ","5"
"04-DEC-2025","BLUESTARCO","BLUE STAR LIMITED","2,925"
"04-DEC-2025","BOSCHLTD","BOSCH LIMITED","5"
"04-DEC-2025","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","2"
"04-DEC-2025","BSE","BSE LIMITED","105"
"04-DEC-2025","BSOFT","BIRLASOFT LIMITED","50"
"04-DEC-2025","CANBK","CANARA BANK","136"
"04-DEC-2025","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","101"
"04-DEC-2025","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","5"
"04-DEC-2025","COALINDIA","COALINDIA","160"
"04-DEC-2025","COFORGE","COFORGE LIMITED","41"
"04-DEC-2025","DATAPATTNS","DATA PATTERNS INDIA LTD","10"
"04-DEC-2025","DIXON","DIXON TECHNO (INDIA) LTD","2"
"04-DEC-2025","DRREDDY","DR. REDDY'S LABORATORIES","6"
"04-DEC-2025","GAEL","GAEL","25"
"04-DEC-2025","HAL","HINDUSTAN AERONAUTICS LTD","29"
"04-DEC-2025","HDFCAMC","HDFC AMC LIMITED","1"
